,user,movie_recommendation
468,468,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ']"
469,469,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
470,470,"['Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Epic ', 'Watership Down ', 'Halloweentown ']"
471,471,"['Toy Story 3 ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
472,472,"['Toy Story 2 ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Watership Down ', 'Halloweentown ', 'Gnomeo & Juliet ']"
473,473,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
474,474,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ']"
475,475,"['Toy Story 3 ', 'Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'Tale of Despereaux, The ', 'Love Story ', 'Epic ']"
476,476,"['Toy, The ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'Love Story ', 'Minions ', 'FairyTale: A True Story ', ""Emperor's New Groove, The ""]"
477,477,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
478,478,"['Toy, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Watership Down ']"
479,479,"['Toy, The ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
480,480,"['Toy Story 3 ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Love Story ', 'Epic ', 'Watership Down ', 'Halloweentown ']"
481,481,"['Toy, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
482,482,"['Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'Tale of Despereaux, The ', 'Love Story ']"
483,483,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Straight Story, The ']"
484,484,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ']"
485,485,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ']"
486,486,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Girls Just Want to Have Fun ', 'Epic ']"
487,487,"['Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ', 'Watership Down ']"
488,488,"['Toy, The ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
489,489,"['Toy Story 2 ', 'Toy Story 3 ', 'Fun ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
490,490,"['Toy, The ', 'Fun ', 'Wild, The ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
491,491,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
492,492,"['Toy, The ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Epic ', 'Watership Down ', 'Halloweentown ']"
493,493,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', ""Kid's Story "", 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
494,494,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
495,495,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Straight Story, The ']"
496,496,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ']"
497,497,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ']"
498,498,"['Toy, The ', 'Fun ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
499,499,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Robots ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
500,500,"['Toy Story 2 ', 'Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ']"
501,501,"['Toy Story 3 ', 'Toy, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Shrek ', 'Goonies, The ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Epic ', 'Watership Down ', 'Halloweentown ']"
502,502,"['Toy, The ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Moana ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Love Story ']"
503,503,"['Toy Story 2 ', 'Toy Story 3 ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Robots ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
504,504,"['Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
505,505,"['Toy Story 2 ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ']"
506,506,"['Toy Story 3 ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ']"
507,507,"['Toy, The ', 'Fun ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Watership Down ', 'Antz ']"
508,508,"['Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
509,509,"['Toy, The ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
510,510,"['Toy, The ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ']"
511,511,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
512,512,"['Toy, The ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Watership Down ']"
513,513,"['Toy, The ', 'Toy Soldiers ', 'Christmas Story, A ', 'Home ', 'Turbo ', 'Shrek ', 'Enchanted ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Halloweentown ']"
514,514,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ']"
515,515,"['Toy Story 3 ', 'Toy, The ', 'Fun ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'A Detective Story ']"
516,516,"['Toy Story 2 ', 'Toy Soldiers ', 'Wild, The ', 'Turbo ', 'Moana ', 'Goonies, The ', 'Valiant ', 'Inside Out ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'A Detective Story ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Watership Down ', 'Halloweentown ']"
517,517,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'In Search of the Castaways ', ""We're Back! A Dinosaur's Story "", 'Moana ', 'Goonies, The ', 'NeverEnding Story III, The ', 'Valiant ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ']"
518,518,"['Toy Story 2 ', 'Toy Story 3 ', 'Fun ', 'Wild, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ', 'Minions ']"
519,519,"['Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ']"
520,520,"['Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ']"
521,521,"['Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
522,522,"['Toy Story 2 ', 'Toy, The ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ']"
523,523,"['Toy, The ', 'Fun ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ']"
524,524,"['Toy, The ', 'Fun ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Goonies, The ', 'Valiant ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Tale of Despereaux, The ', 'Love Story ', 'Girls Just Want to Have Fun ', 'Epic ']"
525,525,"['Toy Story 2 ', 'NeverEnding Story, The ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Inside Out ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Tale of Despereaux, The ']"
526,526,"['Toy Soldiers ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Shrek ', 'Enchanted ', 'Valiant ', 'Fun with Dick and Jane ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ', 'Tale of Despereaux, The ', 'Straight Story, The ', 'Love Story ', 'Epic ', 'Watership Down ']"
527,527,"['Toy Story 2 ', 'Fun ', 'Toy Soldiers ', 'NeverEnding Story, The ', 'Christmas Story, A ', 'Wild, The ', 'In Search of the Castaways ', 'Home ', 'Turbo ', ""We're Back! A Dinosaur's Story "", 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Fun with Dick and Jane ', 'Labyrinth ', 'Madagascar ', 'Rio 2 ', 'Rio ', 'Shrek the Third ']"
528,528,"['Toy Story 3 ', 'Fun ', 'Toy Soldiers ', 'In Search of the Castaways ', 'Home ', 'Turbo ', 'Moana ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Valiant ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'NeverEnding Story II: The Next Chapter, The ', 'G.I. Joe: The Movie ']"
529,529,"['Toy Story 2 ', 'Toy Soldiers ', 'Wild, The ', 'In Search of the Castaways ', 'Turbo ', 'Goonies, The ', 'Enchanted ', 'NeverEnding Story III, The ', 'Robots ', 'Inside Out ', 'Fun with Dick and Jane ', 'Labyrinth ', 'A Story of Children and Film ', 'Nelly & Monsieur Arnaud ', 'Rio 2 ', 'Rio ', 'G.I. Joe: The Movie ', 'Shrek the Third ', 'Love Story ', 'Watership Down ']"
